# gauge_id=     8 location=(   0.8621910E+00 ) num_eqn=  3
# Columns: level time h hu eta
   01  0.0000000E+00  0.1259500E+00  0.8130598E-24  0.0000000E+00
   01  0.1000000E-01  0.1259500E+00 -0.9328784E-18  0.0000000E+00
   01  0.1398968E-01  0.1259500E+00 -0.1735029E-17  0.0000000E+00
   01  0.1797973E-01  0.1259500E+00 -0.2502340E-17  0.0000000E+00
   01  0.2196987E-01  0.1259500E+00 -0.3230333E-17  0.0000000E+00
   01  0.2596011E-01  0.1259500E+00 -0.3916291E-17  0.0000000E+00
   01  0.2995050E-01  0.1259500E+00 -0.4558598E-17  0.0000000E+00
   01  0.3394109E-01  0.1259500E+00 -0.5157337E-17  0.0000000E+00
   01  0.3793196E-01  0.1259500E+00 -0.5714536E-17  0.0000000E+00
   01  0.4192292E-01  0.1259500E+00 -0.6225572E-17  0.0000000E+00
   01  0.4591400E-01  0.1259500E+00 -0.6694259E-17  0.0000000E+00
   01  0.4990524E-01  0.1259500E+00 -0.7121199E-17  0.0000000E+00
   01  0.5389669E-01  0.1259500E+00 -0.7512149E-17  0.0000000E+00
   01  0.5788819E-01  0.1259500E+00 -0.7875120E-17  0.0000000E+00
   01  0.6187977E-01  0.1259500E+00 -0.8218536E-17  0.0000000E+00
   01  0.6587149E-01  0.1259500E+00 -0.8545960E-17  0.0000000E+00
   01  0.6986339E-01  0.1259500E+00 -0.8859827E-17  0.0000000E+00
   01  0.7385538E-01  0.1259500E+00 -0.9161887E-17  0.0000000E+00
   01  0.7784740E-01  0.1259500E+00 -0.9453467E-17  0.0000000E+00
   01  0.8183950E-01  0.1259500E+00 -0.9735635E-17  0.0000000E+00
   01  0.8583174E-01  0.1259500E+00 -0.1000927E-16  0.0000000E+00
   01  0.8982417E-01  0.1259500E+00 -0.1027513E-16  0.0000000E+00
   01  0.9381660E-01  0.1259500E+00 -0.1053383E-16  0.0000000E+00
   01  0.9780903E-01  0.1259500E+00 -0.1078594E-16  0.0000000E+00
   01  0.1018015E+00  0.1259500E+00 -0.1103193E-16  0.0000000E+00
   01  0.1057942E+00  0.1259500E+00 -0.1127225E-16  0.0000000E+00
   01  0.1097870E+00  0.1259500E+00 -0.1150726E-16  0.0000000E+00
   01  0.1137797E+00  0.1259500E+00 -0.1173729E-16  0.0000000E+00
   01  0.1177725E+00  0.1259500E+00 -0.1196261E-16  0.0000000E+00
   01  0.1217653E+00  0.1259500E+00 -0.1218351E-16  0.0000000E+00
   01  0.1257582E+00  0.1259500E+00 -0.1240021E-16  0.0000000E+00
   01  0.1297513E+00  0.1259500E+00 -0.1261293E-16  0.0000000E+00
   01  0.1337442E+00  0.1259500E+00 -0.1282184E-16  0.0000000E+00
   01  0.1377372E+00  0.1259500E+00 -0.1302713E-16  0.0000000E+00
   01  0.1417303E+00  0.1259500E+00 -0.1322895E-16  0.0000000E+00
   01  0.1457234E+00  0.1259500E+00 -0.1342745E-16  0.0000000E+00
   01  0.1497167E+00  0.1259500E+00 -0.1362276E-16  0.0000000E+00
   01  0.1537098E+00  0.1259500E+00 -0.1381501E-16  0.0000000E+00
   01  0.1577030E+00  0.1259500E+00 -0.1400431E-16  0.0000000E+00
   01  0.1616962E+00  0.1259500E+00 -0.1419076E-16  0.0000000E+00
   01  0.1656896E+00  0.1259500E+00 -0.1437448E-16  0.0000000E+00
   01  0.1696830E+00  0.1259500E+00 -0.1455554E-16  0.0000000E+00
   01  0.1736763E+00  0.1259500E+00 -0.1473402E-16  0.0000000E+00
   01  0.1776696E+00  0.1259500E+00 -0.1491000E-16  0.0000000E+00
   01  0.1816630E+00  0.1259500E+00 -0.1508355E-16  0.0000000E+00
   01  0.1856565E+00  0.1259500E+00 -0.1525472E-16  0.0000000E+00
   01  0.1896500E+00  0.1259500E+00 -0.1542357E-16  0.0000000E+00
   01  0.1936434E+00  0.1259500E+00 -0.1559015E-16  0.0000000E+00
   01  0.1976369E+00  0.1259500E+00 -0.1575451E-16  0.0000000E+00
   01  0.2016304E+00  0.1259500E+00 -0.1591670E-16  0.0000000E+00
   01  0.2056241E+00  0.1259500E+00 -0.1607676E-16  0.0000000E+00
   01  0.2096177E+00  0.1259500E+00 -0.1623472E-16  0.0000000E+00
   01  0.2136113E+00  0.1259500E+00 -0.1639062E-16  0.0000000E+00
   01  0.2176049E+00  0.1259500E+00 -0.1654450E-16  0.0000000E+00
   01  0.2215986E+00  0.1259500E+00 -0.1669639E-16  0.0000000E+00
   01  0.2255923E+00  0.1259500E+00 -0.1684633E-16  0.0000000E+00
   01  0.2295861E+00  0.1259500E+00 -0.1699434E-16  0.0000000E+00
   01  0.2335798E+00  0.1259500E+00 -0.1714046E-16  0.0000000E+00
   01  0.2375736E+00  0.1259500E+00 -0.1728470E-16  0.0000000E+00
   01  0.2415674E+00  0.1259500E+00 -0.1742711E-16  0.0000000E+00
   01  0.2455613E+00  0.1259500E+00 -0.1756770E-16  0.0000000E+00
   01  0.2495552E+00  0.1259500E+00 -0.1770651E-16  0.0000000E+00
   01  0.2535491E+00  0.1259500E+00 -0.1784355E-16  0.0000000E+00
   01  0.2575430E+00  0.1259500E+00 -0.1797884E-16  0.0000000E+00
   01  0.2615370E+00  0.1259500E+00 -0.1811242E-16  0.0000000E+00
   01  0.2655310E+00  0.1259500E+00 -0.1824431E-16  0.0000000E+00
   01  0.2695251E+00  0.1259500E+00 -0.1837452E-16  0.0000000E+00
   01  0.2735191E+00  0.1259500E+00 -0.1850308E-16  0.0000000E+00
   01  0.2775131E+00  0.1259500E+00 -0.1863001E-16  0.0000000E+00
   01  0.2815073E+00  0.1259500E+00 -0.1875533E-16  0.0000000E+00
   01  0.2855015E+00  0.1259500E+00 -0.1887942E-16  0.0000000E+00
   01  0.2894957E+00  0.1259500E+00 -0.1900248E-16  0.0000000E+00
   01  0.2934899E+00  0.1259500E+00 -0.1912512E-16  0.0000000E+00
   01  0.2974841E+00  0.1259500E+00 -0.1924704E-16  0.0000000E+00
   01  0.3014785E+00  0.1259500E+00 -0.1936807E-16  0.0000000E+00
   01  0.3054729E+00  0.1259500E+00 -0.1948815E-16  0.0000000E+00
   01  0.3094672E+00  0.1259500E+00 -0.1960723E-16  0.0000000E+00
   01  0.3134616E+00  0.1259500E+00 -0.1972531E-16  0.0000000E+00
   01  0.3174561E+00  0.1259500E+00 -0.1984238E-16  0.0000000E+00
   01  0.3214506E+00  0.1259500E+00 -0.1995844E-16  0.0000000E+00
   01  0.3254452E+00  0.1259500E+00 -0.2007347E-16  0.0000000E+00
   01  0.3294398E+00  0.1259500E+00 -0.2018750E-16  0.0000000E+00
   01  0.3334344E+00  0.1259500E+00 -0.2030075E-16  0.0000000E+00
   01  0.3374290E+00  0.1259500E+00 -0.2041319E-16  0.0000000E+00
   01  0.3414238E+00  0.1259500E+00 -0.2052469E-16  0.0000000E+00
   01  0.3454186E+00  0.1259500E+00 -0.2063518E-16  0.0000000E+00
   01  0.3494134E+00  0.1259500E+00 -0.2074463E-16  0.0000000E+00
   01  0.3534082E+00  0.1259500E+00 -0.2085301E-16  0.0000000E+00
   01  0.3574031E+00  0.1259500E+00 -0.2096034E-16  0.0000000E+00
   01  0.3613982E+00  0.1259500E+00 -0.2106661E-16  0.0000000E+00
   01  0.3653932E+00  0.1259500E+00 -0.2117182E-16  0.0000000E+00
   01  0.3693883E+00  0.1259500E+00 -0.2127597E-16  0.0000000E+00
   01  0.3733833E+00  0.1259500E+00 -0.2137907E-16  0.0000000E+00
   01  0.3773785E+00  0.1259500E+00 -0.2148114E-16  0.0000000E+00
   01  0.3813738E+00  0.1259500E+00 -0.2158217E-16  0.0000000E+00
   01  0.3853691E+00  0.1259500E+00 -0.2168218E-16  0.0000000E+00
   01  0.3893644E+00  0.1259500E+00 -0.2178116E-16  0.0000000E+00
   01  0.3933597E+00  0.1259500E+00 -0.2187914E-16  0.0000000E+00
   01  0.3973552E+00  0.1259500E+00 -0.2197611E-16  0.0000000E+00
   01  0.4013508E+00  0.1259500E+00 -0.2207209E-16  0.0000000E+00
   01  0.4053463E+00  0.1259500E+00 -0.2216708E-16  0.0000000E+00
   01  0.4093418E+00  0.1259500E+00 -0.2226108E-16  0.0000000E+00
   01  0.4133374E+00  0.1259500E+00 -0.2235412E-16  0.0000000E+00
   01  0.4173332E+00  0.1259500E+00 -0.2244619E-16  0.0000000E+00
   01  0.4213290E+00  0.1259500E+00 -0.2253730E-16  0.0000000E+00
   01  0.4253247E+00  0.1259500E+00 -0.2262746E-16  0.0000000E+00
   01  0.4293205E+00  0.1259500E+00 -0.2271669E-16  0.0000000E+00
   01  0.4333164E+00  0.1259500E+00 -0.2280497E-16  0.0000000E+00
   01  0.4373124E+00  0.1259500E+00 -0.2289234E-16  0.0000000E+00
   01  0.4413085E+00  0.1259500E+00 -0.2297878E-16  0.0000000E+00
   01  0.4453045E+00  0.1259500E+00 -0.2306432E-16  0.0000000E+00
   01  0.4493005E+00  0.1259500E+00 -0.2314895E-16  0.0000000E+00
   01  0.4532967E+00  0.1259500E+00 -0.2323269E-16  0.0000000E+00
   01  0.4572930E+00  0.1259500E+00 -0.2331554E-16  0.0000000E+00
   01  0.4612893E+00  0.1259500E+00 -0.2339751E-16  0.0000000E+00
   01  0.4652855E+00  0.1259500E+00 -0.2347861E-16  0.0000000E+00
